gene	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100177_2	SAMPLE_100206_2	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100177_1	SAMPLE_100177_3	SAMPLE_100206_1	SAMPLE_100206_3	SAMPLE_100257_3
ENSG00000010244	1142	1770	388	1662	4	452	694	386	1052	50	1412	2517	6	497	1695	973	703	266	3278	254	1523
ENSG00000010256	228	501	250	568	0	166	210	106	817	1	1554	1040	0	260	502	553	654	407	1522	117	1258
ENSG00000010270	115	195	38	167	1	120	131	64	211	2	557	173	1	55	134	327	217	158	763	38	152
ENSG00000010278	313	387	120	1080	4	79	318	400	142	3	244	438	0	156	199	2357	747	61	2033	95	433
ENSG00000010282	2	13	6	0	0	4	11	9	0	0	2	8	0	0	1	2	0	5	0	17	0
ENSG00000010292	293	470	229	264	5	148	447	259	744	10	1243	963	3	405	537	699	559	154	1813	81	1670
ENSG00000010295	95	306	89	95	0	108	223	8	80	1	115	365	2	82	148	221	145	88	489	78	281
ENSG00000010310	44	47	10	5	0	9	3	0	2	0	10	56	1	0	40	0	22	0	15	14	229
ENSG00000010318	187	179	51	276	1	35	78	99	125	1	90	284	0	42	160	152	130	55	574	36	110
ENSG00000010319	11	93	25	21	0	134	20	23	52	1	111	35	0	11	46	37	36	14	108	52	26
ENSG00000010322	418	713	252	438	2	283	348	19	483	0	805	785	1	133	704	496	373	68	1456	200	491
ENSG00000010327	154	406	55	150	1	72	84	90	8	1	8	77	1	11	255	213	142	82	194	61	2
ENSG00000010361	33	43	2	16	0	28	40	0	43	0	63	49	0	1	29	24	27	8	231	17	63
ENSG00000010379	0	20	3	1	0	5	2	0	0	0	1	19	0	1	1	0	12	2	14	11	1
ENSG00000010404	709	985	506	1221	8	1009	1523	484	1224	3	2293	1995	8	1196	1601	1656	1100	688	9348	296	2529
ENSG00000010438	3	10	8	0	0	17	18	10	1	0	0	4	0	0	0	5	4	5	3	51	3
ENSG00000010539	33	71	17	110	0	194	114	30	143	0	210	192	0	70	108	37	43	8	1133	22	167
ENSG00000010610	556	1351	131	670	4	502	522	83	244	2	333	873	3	91	905	1989	1110	105	1368	219	161
ENSG00000010626	26	45	2	19	0	7	27	13	30	0	73	19	0	36	16	22	46	0	79	21	0
ENSG00000010671	703	829	669	798	6	321	634	378	886	6	2011	1311	6	618	998	1215	745	403	2967	318	1710
ENSG00000010704	8	25	0	19	1	39	9	0	20	1	0	18	0	0	2	19	38	2	41	7	0
ENSG00000010803	153	199	95	366	1	71	149	212	279	3	357	401	1	58	122	356	198	46	1276	82	402
ENSG00000010810	1193	1823	834	1425	11	452	1118	789	2372	9	4838	4034	5	954	1337	2149	1116	1012	2950	468	2952
ENSG00000010818	707	924	910	1118	3	927	786	160	1203	6	2251	1812	3	674	1565	979	569	391	3723	279	1755
ENSG00000010932	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000011007	308	570	212	416	5	354	555	193	543	4	1386	852	2	342	694	972	507	197	2399	181	1448
ENSG00000011009	139	158	183	101	1	104	121	71	190	1	394	499	2	88	178	455	150	413	737	24	578
ENSG00000011021	205	344	10	460	0	37	48	7	66	0	5	290	0	0	332	26	52	88	154	66	17
ENSG00000011028	6	18	10	15	0	30	4	7	86	0	65	65	1	6	14	96	34	41	109	29	88
ENSG00000011052	0	1	0	0	0	0	0	0	5	0	0	12	0	0	0	0	0	0	15	0	0
ENSG00000011083	1	9	1	0	0	14	2	0	0	0	5	0	0	5	2	0	11	0	2	3	5
ENSG00000011105	156	219	29	332	2	76	29	87	51	1	194	155	0	13	30	125	116	32	204	118	10
ENSG00000011114	221	344	235	335	1	141	255	82	305	0	352	613	1	68	462	417	342	154	892	90	655
ENSG00000011132	141	153	119	103	1	40	61	17	175	1	309	240	1	15	115	250	125	3	729	56	240
ENSG00000011143	37	22	100	9	0	16	9	4	28	0	10	8	1	0	8	18	27	3	122	68	2
ENSG00000011198	76	87	25	266	0	371	251	60	199	0	67	243	1	57	207	237	169	8	1734	58	195
ENSG00000011201	0	8	6	0	0	12	1	0	0	0	0	0	0	0	0	0	4	0	14	2	0
ENSG00000011243	601	893	271	878	5	570	544	81	811	2	784	1315	3	137	993	719	506	295	2924	207	697
ENSG00000011258	436	638	272	1039	5	224	365	323	471	1	821	913	1	357	384	393	460	125	1592	269	437
ENSG00000011260	248	255	88	412	31	78	313	184	345	0	678	590	1	177	309	302	290	139	1029	50	1160
ENSG00000011275	894	1121	299	1217	8	176	488	353	627	3	970	1255	2	217	1120	617	534	266	1732	177	956
ENSG00000011295	215	268	94	239	1	37	106	100	127	1	153	413	2	42	199	185	104	122	353	60	24
ENSG00000011304	700	1127	514	1013	7	319	592	438	1262	6	2218	1997	5	519	1122	1587	874	789	2802	309	1933
ENSG00000011332	1	8	1	0	0	4	0	5	3	0	0	0	0	0	4	9	0	1	15	7	0
ENSG00000011347	11	68	3	35	0	156	57	2	31	0	48	66	0	3	23	8	54	1	67	62	2
ENSG00000011376	71	110	21	62	2	32	59	33	101	0	88	152	0	11	44	74	43	17	104	36	6
ENSG00000011405	490	694	198	768	6	257	317	194	535	2	847	1219	2	334	796	489	341	260	2739	134	916
ENSG00000011422	851	903	130	3270	58	3928	3592	194	1390	7	363	5128	6	57	6610	4392	2171	162	86664	102	373
ENSG00000011426	49	76	100	295	1	6	89	58	128	0	136	168	0	90	111	50	158	38	197	11	34
ENSG00000011451	100	130	65	122	0	102	136	31	166	0	179	304	0	126	230	236	101	92	405	59	138
ENSG00000011454	713	860	319	1209	6	224	398	592	489	5	883	1060	3	215	483	862	562	244	1870	185	1192
ENSG00000011465	10	40	0	0	0	31	80	56	1	0	62	0	0	1	0	0	12	0	21	3	0
ENSG00000011478	32	37	47	58	1	24	17	2	8	0	29	66	0	3	64	0	10	2	43	30	1
ENSG00000011485	184	405	434	224	2	63	203	141	979	4	1569	1084	2	240	328	579	347	494	1024	86	872
ENSG00000011523	115	139	161	202	1	72	200	24	102	0	267	236	0	50	280	181	128	45	456	59	409
ENSG00000011566	247	261	67	424	5	43	113	79	230	0	206	487	0	54	234	173	113	22	576	43	211
ENSG00000011590	123	62	27	46	0	25	31	28	52	0	235	324	0	59	383	81	19	68	76	39	0
ENSG00000011600	1160	2205	985	2898	31	5087	3824	661	2840	11	2209	6095	12	781	7122	5439	3397	1353	49923	475	5208
ENSG00000011638	79	70	97	84	0	20	49	16	114	0	163	77	0	0	7	283	75	1	140	39	50
ENSG00000011677	0	11	0	0	0	4	14	0	6	0	1	1	0	0	0	1	0	6	1	2	0
ENSG00000012048	134	191	99	260	0	150	93	168	131	1	134	282	0	173	103	149	118	104	1142	112	294
ENSG00000012061	198	289	265	160	5	48	94	69	317	2	897	439	0	119	303	320	276	224	779	108	569
ENSG00000012124	1594	821	667	590	3	181	1180	254	1014	3	1807	1590	8	396	2120	1413	412	297	2207	331	1865
ENSG00000012171	21	48	3	17	2	60	39	10	4	0	12	41	0	3	14	0	8	8	204	30	16
ENSG00000012174	29	50	9	5	0	10	14	2	15	0	12	7	0	0	14	15	1	0	11	12	0
ENSG00000012211	19	41	73	85	0	36	64	3	156	1	205	55	0	54	125	89	34	85	203	17	112
ENSG00000012223	50	43	167	123	1	270	376	47	259	0	67	92	1	2	248	313	186	83	1667	16	322
ENSG00000012232	134	226	80	209	0	176	157	9	125	0	256	215	1	33	327	91	188	59	761	61	77
ENSG00000012504	0	5	0	0	0	0	0	0	0	0	34	0	0	0	0	0	6	18	0	1	0
ENSG00000012660	722	772	293	1211	6	1158	796	203	949	5	1378	1821	4	341	1932	1359	603	360	6312	170	2415
ENSG00000012779	579	814	317	1136	6	1058	868	185	761	4	816	1479	5	232	1773	1687	810	816	6931	302	2424
ENSG00000012817	3	2	0	0	0	6	0	0	0	0	2	0	0	0	1	0	0	0	0	8	0
ENSG00000012822	582	857	172	841	6	565	800	359	689	3	1284	1493	1	335	1109	1172	659	208	5364	150	1634
ENSG00000012963	156	189	128	122	2	70	179	103	339	3	784	595	2	167	376	235	223	268	906	80	434
ENSG00000012983	526	542	238	1182	6	145	356	320	623	2	934	1519	4	210	265	562	526	281	1316	130	423
ENSG00000013016	333	366	767	1119	3	75	331	274	291	2	558	652	1	109	378	833	856	229	1646	169	1312
ENSG00000013275	264	350	277	428	1	161	320	147	625	0	1089	1000	2	327	433	717	534	200	2428	151	1154
ENSG00000013288	278	506	49	243	3	283	216	37	193	0	213	507	3	6	718	544	291	29	2568	72	326
ENSG00000013293	1	50	7	0	0	5	11	2	0	0	1	1	0	0	1	80	7	2	5	23	0
ENSG00000013297	1	25	1	0	0	0	1	0	0	0	40	0	0	0	0	0	1	0	5	5	0
ENSG00000013306	446	383	309	2444	3	78	219	125	2835	5	1225	1838	5	101	767	2006	2063	430	3973	94	2838
ENSG00000013364	820	1125	744	824	7	1177	1206	505	1544	8	2003	1955	4	502	2392	2193	1332	520	8812	316	2901
ENSG00000013374	712	891	600	1184	9	1938	1667	391	1635	7	2356	2674	4	869	1966	1108	840	505	11473	384	2111
ENSG00000013375	37	39	32	66	0	10	37	10	10	0	238	154	0	1	27	7	73	53	214	15	110
ENSG00000013392	13	29	0	0	0	3	13	0	9	0	7	16	0	9	30	23	44	0	5	8	0
ENSG00000013441	1810	2097	281	1989	12	1148	1213	463	959	8	1049	2685	8	312	2775	741	720	267	7134	154	291
ENSG00000013503	16	53	30	35	0	11	13	15	17	1	173	94	0	99	10	69	44	0	53	5	208
ENSG00000013523	41	154	19	238	0	24	9	11	9	0	13	63	0	0	61	72	20	46	81	7	16
ENSG00000013561	172	171	118	323	1	47	163	266	659	1	714	633	3	265	316	824	225	307	1528	118	907
ENSG00000013563	167	304	91	332	1	110	210	46	249	0	214	436	0	74	306	334	220	205	690	132	321
ENSG00000013573	139	136	1	63	1	6	46	1	45	0	53	134	0	23	137	79	74	96	192	29	76
ENSG00000013583	55	132	60	70	0	47	256	129	233	0	376	242	2	0	134	448	239	51	595	55	869
ENSG00000013588	1	41	0	0	1	7	11	0	0	0	0	0	0	0	0	0	0	4	9	2	0
ENSG00000013619	34	21	23	40	0	5	16	8	17	0	40	62	0	0	0	24	3	0	6	18	12
ENSG00000013725	604	534	204	232	3	198	260	42	596	0	519	1274	3	113	568	243	142	4	642	50	77
ENSG00000013810	467	503	216	604	9	783	608	241	589	2	540	855	1	283	1184	882	882	580	5483	174	726
ENSG00000014123	295	246	235	340	5	88	150	118	383	0	878	906	2	245	422	447	213	199	712	177	347
ENSG00000014138	39	96	17	52	0	44	35	23	59	1	202	79	0	0	26	37	35	72	229	27	55
ENSG00000014164	129	163	164	249	2	111	174	43	377	0	242	310	2	40	513	191	184	42	2740	62	943
ENSG00000014216	770	1058	852	1067	8	230	672	255	1144	5	1952	1412	5	889	1102	2154	1338	519	3384	322	1975
ENSG00000014257	22	130	6	28	0	148	121	20	87	0	22	236	0	1	239	366	154	79	824	10	71
ENSG00000014641	102	222	125	170	1	37	241	88	642	3	817	632	2	155	198	388	169	245	641	84	751
ENSG00000014824	213	294	86	326	0	83	148	82	352	0	401	493	1	102	252	502	398	495	755	63	530
ENSG00000014914	73	157	83	105	0	72	52	3	78	0	118	95	1	0	122	107	66	58	232	73	125
ENSG00000014919	72	107	69	51	1	58	168	45	163	1	343	220	1	85	224	113	132	18	203	69	231
ENSG00000015133	2752	3705	1158	2928	8	898	2418	766	2943	6	2643	5894	8	644	3139	2091	1555	1081	5752	553	2404
ENSG00000015153	413	585	86	734	3	162	257	146	387	0	448	651	0	110	421	399	258	153	1647	45	229
ENSG00000015171	352	427	352	631	6	118	424	303	1012	2	1549	821	5	413	467	727	378	222	1289	116	1474
ENSG00000015285	736	1252	841	1266	21	2932	2943	299	2181	4	3551	3541	7	420	4500	3298	2521	1160	33815	466	3336
ENSG00000015413	0	4	0	2	0	8	2	7	0	0	3	2	1	0	0	3	0	0	0	4	1
ENSG00000015475	352	541	277	1286	12	577	533	218	604	2	926	1187	6	338	1890	1201	524	327	10183	158	1141
ENSG00000015479	524	703	76	615	2	42	267	107	77	1	332	484	1	140	670	433	173	64	617	61	200
ENSG00000015520	1	7	11	0	0	4	2	14	17	0	0	1	0	0	2	0	0	0	1	4	7
ENSG00000015532	35	100	12	40	0	32	80	71	30	0	76	163	0	25	138	58	47	3	124	26	111
ENSG00000015568	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000015592	0	12	0	0	0	1	21	0	0	0	1	2	0	0	0	0	0	0	0	12	0
ENSG00000015676	197	455	203	285	1	86	215	70	524	1	645	447	3	163	525	616	266	180	797	81	648
ENSG00000016082	0	3	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2	0	3	0
ENSG00000016391	0	39	26	1	0	18	0	5	13	0	3	0	0	7	0	4	3	11	1	22	6
ENSG00000016402	0	12	0	0	0	9	2	0	4	0	2	7	0	1	17	0	5	0	0	6	0
ENSG00000016490	0	5	0	0	0	6	0	0	0	0	0	0	0	1	6	0	0	0	0	4	0
ENSG00000016602	0	10	2	0	0	1	1	0	0	0	3	0	0	0	0	0	0	0	0	7	0
ENSG00000016864	39	35	0	17	1	17	3	51	130	2	37	165	1	31	84	69	107	13	122	19	6
ENSG00000017260	368	502	123	695	2	79	254	343	266	2	304	464	0	105	331	509	318	35	1297	111	202
ENSG00000017427	3	26	9	11	1	16	64	73	14	0	3	43	0	1	6	71	30	8	3	14	10
ENSG00000017483	65	88	30	245	0	106	113	55	280	1	110	209	0	57	38	24	277	63	194	65	95
ENSG00000017797	571	748	465	1412	12	1937	1805	692	1653	6	2502	2053	8	643	1605	1834	1294	720	10620	366	2826
ENSG00000018189	292	419	48	360	1	55	108	59	257	0	434	508	1	198	438	379	168	34	341	56	548
ENSG00000018236	0	10	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0
ENSG00000018280	991	1381	23	2050	3	796	620	140	190	3	194	1232	3	11	1694	1112	631	21	4727	251	346
ENSG00000018408	115	123	457	152	2	63	126	135	549	1	911	460	0	403	82	858	201	138	1185	102	2228
ENSG00000018510	249	431	296	361	0	132	158	192	682	0	1370	788	0	243	436	632	395	285	1118	117	760
ENSG00000018607	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610	126	121	67	220	0	42	54	63	175	0	558	332	2	237	258	250	139	102	667	37	424
ENSG00000018625	11	45	23	4	2	53	65	6	6	0	6	13	0	0	6	12	22	11	32	79	11
ENSG00000018699	316	343	170	597	2	24	84	201	100	0	207	473	1	180	94	239	230	42	844	94	272
ENSG00000018869	8	33	0	23	0	9	21	21	4	0	29	28	0	1	5	6	3	0	2	7	23
ENSG00000019102	0	1	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	5	0
ENSG00000019144	8	120	12	29	0	27	43	7	36	0	5	54	1	31	4	47	25	38	27	59	216
ENSG00000019169	97	163	62	34	0	17	18	25	174	0	260	106	0	141	83	79	47	67	253	56	261
ENSG00000019186	0	10	2	0	0	2	6	2	0	0	0	1	0	0	7	63	2	1	1	1	0
ENSG00000019485	47	94	44	2	1	40	42	5	107	0	12	52	0	0	36	68	11	111	233	26	17
ENSG00000019505	180	448	104	38	1	1610	524	59	59	6	166	198	2	38	134	110	418	73	340	1400	15
ENSG00000019549	0	21	12	7	0	0	7	7	7	0	38	14	0	0	0	40	0	12	6	8	0
ENSG00000019582	22322	21702	4871	22851	107	5201	13213	4272	12904	60	21950	42263	68	5374	45659	30975	15537	4702	63453	3506	20363
ENSG00000019991	4	44	27	24	0	21	65	1	0	0	9	56	0	0	23	11	13	10	110	24	9
ENSG00000019995	370	435	48	975	1	244	362	288	886	3	1053	1274	3	147	691	935	444	392	3742	168	844
ENSG00000020129	35	69	28	32	0	28	37	15	79	0	359	80	1	17	54	62	120	68	70	43	195
ENSG00000020181	10	52	4	23	0	53	22	6	19	0	9	38	0	3	22	93	25	162	32	57	0
ENSG00000020219	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000020256	47	108	57	35	0	44	115	111	205	0	437	294	0	1	74	51	114	57	196	31	322
ENSG00000020426	193	206	151	164	0	30	98	144	215	2	423	261	0	101	123	232	126	133	309	35	493
ENSG00000020577	78	231	499	82	0	110	233	76	205	2	1143	282	0	160	197	181	100	83	488	73	616
ENSG00000020633	1446	1736	776	1573	8	588	1393	492	3351	5	4397	3786	5	836	2438	1315	1346	1037	4391	318	1828
ENSG00000020922	402	567	127	353	2	131	174	166	283	3	511	690	2	106	488	409	199	248	1215	107	724
ENSG00000021300	21	21	5	47	0	18	7	21	14	0	10	66	0	3	9	0	8	62	81	16	33
ENSG00000021355	816	1146	730	1950	16	1400	1161	865	1173	7	1932	2775	5	1218	1654	2178	1093	371	13772	307	2390
ENSG00000021461	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSG00000021488	0	5	7	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	11	0
ENSG00000021574	258	359	94	553	3	334	370	173	250	2	550	567	0	132	321	546	339	127	1951	92	706
ENSG00000021645	3	83	24	9	0	36	29	6	5	0	15	16	0	10	5	6	34	10	23	120	21
ENSG00000021762	166	419	280	161	2	75	146	68	352	0	333	271	2	160	250	127	129	227	329	92	536
ENSG00000021776	376	623	329	481	1	161	309	233	724	2	1373	855	4	332	528	668	382	227	1269	111	806
ENSG00000021826	0	13	0	1	0	12	0	0	8	0	20	0	0	6	0	4	10	71	35	23	3
ENSG00000021852	0	6	0	0	0	0	5	0	16	0	0	0	0	0	0	1	0	24	1	5	0
ENSG00000022267	416	329	334	786	1	21	99	156	34	5	206	281	1	224	182	758	406	65	363	15	269
ENSG00000022277	555	595	504	1278	16	1444	1551	205	1747	4	1751	1766	5	229	2601	1299	1138	337	20576	256	2398
ENSG00000022355	10	29	6	6	1	38	17	16	15	0	21	102	0	16	8	5	15	20	33	10	0
ENSG00000022556	1	18	12	31	2	7	22	0	6	0	24	27	0	18	45	26	90	0	154	26	0
ENSG00000022567	456	465	264	1921	1	563	546	370	828	3	826	1421	4	271	974	616	801	230	7523	107	703
ENSG00000022840	1742	1563	803	4899	21	1409	1533	584	4218	12	3175	3999	14	564	3393	3373	3681	1034	20004	415	4045
ENSG00000022976	89	98	36	79	2	61	89	0	99	1	77	120	1	10	149	88	62	58	369	33	18
ENSG00000023041	113	155	43	97	0	79	97	2	164	0	129	203	1	1	89	37	107	13	503	40	194
ENSG00000023171	66	187	34	87	0	183	94	33	105	0	47	262	1	22	121	72	133	35	623	116	189
ENSG00000023191	444	806	320	709	3	102	224	193	516	2	775	1220	2	279	735	1137	521	478	1804	223	1715
ENSG00000023228	322	500	179	506	1	278	211	221	629	1	1181	964	4	231	552	404	530	314	1519	121	1288
ENSG00000023287	609	899	185	1574	9	702	806	218	692	1	1105	1932	1	275	1316	890	568	298	4686	157	935
ENSG00000023318	387	548	115	755	9	894	619	224	622	2	736	1407	4	202	935	524	477	204	6162	127	537
ENSG00000023330	196	241	317	470	1	159	206	130	439	1	623	712	0	102	299	334	480	210	1770	79	1042
ENSG00000023445	1098	917	909	1043	5	158	636	374	736	2	1293	1588	1	509	910	1235	553	378	2810	204	1826
ENSG00000023516	611	747	550	562	2	145	591	208	643	1	1470	1216	3	469	877	934	402	367	1387	206	1327
ENSG00000023572	11	20	1	12	0	13	11	16	18	1	93	37	0	0	44	0	7	0	141	20	56
ENSG00000023608	125	64	70	236	0	62	44	69	28	1	117	241	0	73	261	151	80	118	1430	39	153
ENSG00000023697	211	324	124	1067	2	32	89	177	334	1	199	400	0	94	149	293	499	47	731	17	338
ENSG00000023734	604	552	438	1294	8	216	457	439	710	3	1058	1218	8	177	707	952	793	298	2327	131	1389
ENSG00000023839	14	18	0	2	0	37	0	1	7	0	0	1	0	2	30	0	0	0	53	28	0
ENSG00000023892	1436	1266	819	859	10	684	1590	466	2100	7	2242	2769	2	260	2091	1794	1449	617	9596	373	1739
ENSG00000023902	2220	2228	1033	3532	19	1250	1829	678	2296	4	3341	3648	11	679	3132	3048	2485	867	10206	642	3736
ENSG00000023909	154	234	75	280	1	30	52	144	224	1	381	202	2	77	68	352	173	172	457	65	465
ENSG00000024048	769	990	553	1870	7	1249	1009	330	1397	5	1857	2493	6	432	1560	1502	1304	681	7827	314	2499
ENSG00000024422	60	40	97	65	0	18	14	49	58	0	177	67	1	146	29	127	69	123	186	57	384
ENSG00000024526	9	33	0	46	0	3	1	45	38	0	57	11	0	14	0	0	84	11	50	0	0
ENSG00000024862	245	193	110	250	1	118	78	132	566	0	908	775	5	69	483	435	154	197	1267	110	735
ENSG00000025039	153	173	111	391	2	241	272	27	219	2	271	612	2	32	297	184	211	44	2348	64	477
ENSG00000025156	112	142	53	137	1	10	39	9	79	0	203	217	0	37	359	126	27	70	170	16	16
ENSG00000025293	744	893	335	1559	5	459	742	276	511	1	1429	1266	2	251	1604	1051	731	262	5973	166	1520
ENSG00000025423	0	10	6	11	0	5	9	0	32	0	18	0	0	0	3	7	0	70	0	9	0
ENSG00000025434	34	57	40	14	0	14	42	8	88	0	104	74	0	10	14	92	57	2	97	21	5
ENSG00000025708	1309	2171	1170	2250	18	1284	1412	543	1579	8	2367	3720	10	709	3163	3978	3136	1823	17370	472	5296
ENSG00000025770	208	172	35	156	1	80	94	20	135	0	206	215	2	89	163	244	60	32	408	38	24
ENSG00000025772	54	59	17	96	0	7	42	32	203	0	454	206	0	21	49	162	68	31	306	34	98
ENSG00000025796	595	828	297	927	8	300	500	285	462	0	451	1023	5	121	576	789	406	99	3229	98	704
ENSG00000025800	422	578	491	598	2	110	259	214	679	5	1038	1003	3	214	687	491	442	343	1845	104	961
ENSG00000026025	3802	5622	3536	5783	43	4368	6534	2346	6393	23	11972	12967	28	2818	7965	18603	7464	5121	32874	2317	14517
ENSG00000026036	50	39	3	10	0	3	0	26	0	0	0	35	0	6	17	16	1	0	28	9	0
ENSG00000026103	71	139	29	162	5	809	548	66	210	2	568	431	0	24	594	258	215	111	4196	39	141
ENSG00000026297	1199	1375	200	2155	12	1626	1464	175	866	2	581	2197	6	172	4296	2004	1103	172	17127	245	952
ENSG00000026508	2143	3384	961	3758	17	2303	2524	649	1825	4	3417	5035	15	875	4911	7124	3087	774	12418	742	4970
ENSG00000026559	20	30	28	16	0	35	22	6	0	0	2	13	0	3	5	0	73	35	71	25	1
ENSG00000026652	48	97	13	72	0	30	12	18	6	0	31	46	0	0	80	43	66	7	9	9	1
ENSG00000026751	186	346	306	185	2	144	227	72	739	3	857	1324	0	224	428	379	248	210	1095	137	370
ENSG00000026950	711	877	146	455	4	841	595	168	706	7	754	847	2	209	1205	298	463	192	5654	92	396
ENSG00000027001	25	60	14	14	1	12	24	12	13	0	82	146	0	20	8	56	55	59	61	15	63
ENSG00000027075	915	1318	451	387	6	353	885	598	3116	1	3194	3157	5	962	904	844	444	590	1995	254	1562
ENSG00000027644	0	15	13	0	0	8	3	22	2	0	1	0	0	0	1	0	0	3	2	7	0
ENSG00000027697	505	546	140	1739	5	596	570	147	469	4	518	1251	4	110	2980	671	477	200	9467	68	649
ENSG00000027847	66	72	34	99	1	13	72	22	0	0	70	164	0	12	94	43	83	49	130	50	101
ENSG00000027869	71	72	162	64	2	24	86	63	508	0	859	730	0	366	63	30	128	178	450	21	491
ENSG00000028116	344	433	190	520	1	225	168	248	459	4	573	981	2	338	241	556	315	147	1221	134	399
ENSG00000028137	2441	3765	170	5537	43	2740	3515	459	1536	7	881	6040	15	295	10391	4167	2423	243	48388	529	917
ENSG00000028203	234	251	129	302	0	55	33	146	175	3	396	350	1	142	245	134	249	163	431	70	365
ENSG00000028277	1363	2781	891	2157	8	741	1696	427	1171	10	2817	2690	3	828	2351	3221	1456	1222	4130	946	3546
ENSG00000028310	701	503	141	532	1	152	278	191	419	2	577	1098	2	207	541	261	153	126	1073	179	455
ENSG00000028528	756	894	443	1117	7	352	567	188	1248	4	2764	1669	4	518	1137	1724	833	313	3129	338	2430
ENSG00000028839	131	253	288	530	1	81	338	149	499	1	475	558	2	80	129	249	252	214	1237	53	505
ENSG00000029153	78	96	35	191	1	19	74	87	85	0	10	258	1	252	18	77	68	21	541	14	111
ENSG00000029363	1643	1779	711	2467	5	762	1354	380	1212	5	2021	3170	10	943	2776	1434	809	352	7005	231	1330
ENSG00000029364	106	245	45	257	0	66	129	41	150	0	523	264	1	30	358	354	191	0	526	49	372
ENSG00000029534	840	492	384	4427	6	145	263	351	1990	7	883	1565	5	169	343	1264	4418	813	3135	151	1024
ENSG00000029559	0	4	4	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0
ENSG00000029639	16	53	9	14	0	33	54	37	59	0	99	41	0	0	21	28	32	1	141	31	0
ENSG00000029725	973	1218	1064	1754	13	508	1145	706	1695	5	3726	3670	12	1475	2132	2045	1249	744	5797	505	3369
ENSG00000029993	87	126	39	159	1	14	60	52	146	0	171	345	0	139	90	132	165	90	467	14	268
ENSG00000030066	290	351	292	226	1	599	259	85	336	6	935	708	0	193	473	417	216	105	901	378	475
ENSG00000030110	77	123	185	157	2	91	112	33	188	2	205	375	1	80	184	186	105	91	1077	43	534
ENSG00000030304	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000030419	99	236	129	68	0	24	147	51	212	0	225	388	0	129	138	61	179	9	162	56	164
ENSG00000030582	615	1236	96	836	6	856	1474	263	556	1	433	2304	3	62	2044	4018	3268	93	13090	79	379
ENSG00000031003	2622	2479	1129	5184	13	670	1041	1712	1935	11	3120	4619	4	1359	1561	2731	1546	359	11116	506	2892
ENSG00000031081	173	303	591	157	1	131	222	316	436	0	1457	549	4	396	266	874	255	414	1169	164	2136
ENSG00000031691	15	22	0	26	0	1	12	10	72	0	186	41	0	0	3	0	17	42	55	0	2
ENSG00000031698	540	552	369	745	11	206	413	256	1214	3	2144	1995	5	673	1108	1244	739	601	2496	200	1793
ENSG00000031823	352	414	236	313	3	232	332	133	586	3	746	946	1	216	583	557	530	319	1503	144	586
ENSG00000032219	1091	1586	359	2008	12	1492	1127	417	1361	4	1435	2628	8	421	2108	889	544	186	10651	430	1908
ENSG00000032389	46	77	41	13	1	26	53	23	192	0	197	205	0	66	103	136	54	39	348	32	38
ENSG00000032444	582	824	93	858	0	216	242	85	1019	1	329	1016	4	26	1105	656	605	56	1817	194	175
ENSG00000032742	135	153	77	213	2	63	61	96	106	0	334	254	0	224	215	175	102	81	423	25	226
ENSG00000033011	9	27	0	2	1	7	3	0	68	0	0	25	0	0	0	0	6	0	3	0	0
ENSG00000033030	325	449	44	410	1	180	277	65	195	1	511	618	1	59	476	183	224	1	1836	71	159
ENSG00000033050	141	173	81	130	1	62	217	85	267	2	970	580	1	196	103	466	185	147	696	89	798
ENSG00000033100	134	220	25	195	2	181	104	25	140	1	37	263	0	27	350	160	293	54	1196	28	37
ENSG00000033122	2	22	0	0	0	2	1	0	0	0	3	9	0	0	15	0	10	2	13	2	0
ENSG00000033170	763	636	258	3796	7	63	158	322	518	6	772	666	6	346	357	625	1594	264	2203	183	393
ENSG00000033178	343	422	189	612	2	178	296	132	333	1	791	689	0	201	453	301	261	398	1348	81	576
ENSG00000033327	987	1246	522	2755	14	1455	1156	351	964	3	1114	2554	11	537	2815	1837	1321	828	17708	245	2389
ENSG00000033627	352	479	155	749	3	143	156	105	171	2	124	647	1	54	350	379	319	169	1623	51	134
